레코드 수,고객 세그먼트,고객명,고객번호,고유 ID,국가,매출,배송 방법,배송 일자,수량,수익,시군구,시도,제품 대분류,제품 중분류,제품 코드,제품명,주문 번호,주문 일자,지역,할인율
1,소비자,차혜민,SE-20110,5862,대한민국,512060.4,표준 배송,2016. 2. 22.,6,127969.2,동래구,부산광역시,사무기기,악세사리,TEC-AC-10003217,"Enermax Keyboard, USB",ID-2013-34891,2016. 2. 18.,영남,0
1,소비자,송가람,RA-19915,4086,대한민국,1431143.64,표준 배송,2017. 11. 10.,6,302003.64,부산진구,부산광역시,사무기기,악세사리,TEC-AC-10002719,"Enermax Router, Programmable",IN-2014-33232,2017. 11. 6.,영남,0.1
1,소비자,허진태,MS-17830,4571,대한민국,788855.76,표준 배송,2018. 11. 4.,6,332976.96,부산진구,부산광역시,사무기기,전화기,TEC-PH-10001900,"Motorola Signal Booster, VoIP",IN-2015-44047,2018. 10. 29.,영남,0.1
1,소비자,김민경,LS-17230,1825,대한민국,169205.76,표준 배송,2017. 5. 7.,6,60147.36,중구,울산광역시,사무기기,악세사리,TEC-AC-10004249,"Logitech Flash Drive, USB",IN-2014-29305,2017. 5. 1.,영남,0.1
1,소비자,차영리,RL-19615,3223,대한민국,1244716.2,표준 배송,2016. 10. 8.,7,522648,양산시,경상남도,사무기기,복사기,TEC-CO-10004998,"HP Fax and Copier, Color",IN-2013-34324,2016. 10. 4.,영남,0
1,소비자,하동수,DO-13645,2053,대한민국,997957.8,표준 배송,2015. 5. 29.,7,209487.6,하동군,경상남도,사무기기,전화기,TEC-PH-10001321,"Cisco Speaker Phone, Full Size",IN-2012-11889,2015. 5. 25.,영남,0
1,소비자,임백천,EC-14050,1788,대한민국,1828839.6,표준 배송,2016. 12. 5.,7,402267.6,청송군,경상북도,사무기기,악세사리,TEC-AC-10002244,"Enermax Router, Erganomic",IN-2013-66727,2016. 11. 28.,영남,0
1,소비자,손승우,MS-17365,1146,대한민국,454318.2,표준 배송,2015. 1. 11.,7,-139444.2,영천시,경상북도,사무기기,전산기기,TEC-MA-10000868,"Panasonic Phone, Wireless",ID-2012-58670,2015. 1. 7.,영남,0.25
1,소비자,양용수,DL-12925,1500,대한민국,1673908.74,표준 배송,2016. 5. 29.,7,483385.14,수성구,대구광역시,사무기기,복사기,TEC-CO-10002283,"Brother Copy Machine, Color",IN-2013-76408,2016. 5. 25.,영남,0.1
1,소비자,서혜진,CC-12550,6576,대한민국,371101.5,표준 배송,2017. 11. 26.,7,135909.9,동구,부산광역시,사무기기,악세사리,TEC-AC-10001600,"Belkin Numeric Keypad, Bluetooth",IN-2014-67469,2017. 11. 21.,영남,0.1
1,소비자,손영아,LE-16810,5462,대한민국,237119.4,표준 배송,2018. 1. 29.,7,-114811.2,수영구,부산광역시,사무기기,악세사리,TEC-AC-10001352,"SanDisk Numeric Keypad, Bluetooth",ID-2015-52545,2018. 1. 25.,영남,0.4
1,소비자,차경철,JA-15970,3432,대한민국,155303.568,표준 배송,2018. 10. 22.,7,-88027.632,금정구,부산광역시,사무기기,악세사리,TEC-AC-10001438,"SanDisk Flash Drive, Programmable",ID-2015-48793,2018. 10. 18.,영남,0.47
1,소비자,박경미,JS-15880,7257,대한민국,975252.6,표준 배송,2015. 6. 5.,7,165790.8,부산진구,부산광역시,사무기기,전화기,TEC-PH-10003488,"Nokia Signal Booster, VoIP",IN-2012-12288,2015. 5. 31.,영남,0
1,소비자,김지일,TB-21400,2059,대한민국,112277.214,표준 배송,2015. 12. 23.,7,-48801.186,울주군,울산광역시,사무기기,악세사리,TEC-AC-10002795,"Memorex Mouse, Programmable",ID-2012-49710,2015. 12. 17.,영남,0.47
1,소비자,최수혜,DP-13000,4617,대한민국,1410782.4,표준 배송,2015. 11. 16.,8,338558.4,거제시,경상남도,사무기기,복사기,TEC-CO-10001787,"HP Fax and Copier, Laser",IN-2012-15256,2015. 11. 12.,영남,0
1,소비자,안지우,BS-11665,9079,대한민국,1971864,표준 배송,2017. 6. 30.,8,-131457.6,밀양시,경상남도,사무기기,전산기기,TEC-MA-10003492,"Okidata Printer, Wireless",IN-2014-45636,2017. 6. 26.,영남,0.1
1,소비자,최민종,JL-15835,5734,대한민국,5315342.4,표준 배송,2017. 7. 31.,8,850435.2,경주시,경상북도,사무기기,전화기,TEC-PH-10003002,"Cisco Smart Phone, Full Size",IN-2014-13891,2017. 7. 26.,영남,0
1,소비자,박하준,LP-17095,5806,대한민국,351043.2,표준 배송,2016. 12. 8.,8,13953.6,남구,대구광역시,사무기기,악세사리,TEC-AC-10004562,"Enermax Flash Drive, Programmable",IN-2013-56395,2016. 12. 2.,영남,0
1,소비자,이유영,ZC-21910,4822,대한민국,3101616,표준 배송,2017. 5. 6.,8,1178467.2,부산진구,부산광역시,사무기기,복사기,TEC-CO-10000447,"Canon Wireless Fax, Color",IN-2014-46252,2017. 5. 2.,영남,0
1,소비자,진바람,GZ-14470,1023,대한민국,2262135.6,표준 배송,2017. 3. 28.,9,791499.6,밀양시,경상남도,사무기기,악세사리,TEC-AC-10004108,"Memorex Router, USB",IN-2014-65075,2017. 3. 24.,영남,0
1,소비자,류정태,HL-15040,3487,대한민국,146925.9,표준 배송,2018. 5. 14.,9,-53014.500000000,중구,대구광역시,사무기기,악세사리,TEC-AC-10002455,"Logitech Flash Drive, Programmable",ID-2015-51873,2018. 5. 8.,영남,0.5
1,소비자,노진헌,DK-13090,2150,대한민국,387487.8,표준 배송,2015. 3. 20.,9,53978.4,수영구,부산광역시,사무기기,악세사리,TEC-AC-10001835,"Belkin Mouse, Programmable",IN-2012-26057,2015. 3. 16.,영남,0
1,소비자,진태진,CS-12460,3870,대한민국,2727286.2,표준 배송,2016. 12. 8.,9,27264.6,중구,울산광역시,사무기기,복사기,TEC-CO-10004027,"Sharp Fax Machine, Color",IN-2013-63759,2016. 12. 2.,영남,0
1,소비자,권주상,RP-19390,2345,대한민국,458334.45,표준 배송,2018. 7. 11.,9,-55011.15,북구,울산광역시,사무기기,전화기,TEC-PH-10003481,"Apple Office Telephone, Full Size",IN-2015-60413,2018. 7. 7.,영남,0.25
1,소비자,권재규,MJ-17740,10606,대한민국,825894,표준 배송,2015. 12. 10.,10,379746,해운대구,부산광역시,사무기기,전산기기,TEC-MA-10000606,"Epson Phone, Wireless",IN-2012-85788,2015. 12. 6.,영남,0
1,소비자,서기쁨,CM-12190,7289,대한민국,956907.9,표준 배송,2015. 6. 11.,13,-198.900000000,산청군,경상남도,사무기기,복사기,TEC-CO-10002108,"Brother Personal Copier, Color",ID-2012-73202,2015. 6. 7.,영남,0.5
1,소비자,백선재,JB-16000,3952,대한민국,59584.932,표준 배송,2018. 5. 8.,1,-42741.468,유성구,대전광역시,사무기기,악세사리,TEC-AC-10004848,"SanDisk Memory Card, Erganomic",ID-2015-20576,2018. 5. 2.,충청,0.47
1,소비자,송새벽,SV-20785,2634,대한민국,252266.4,표준 배송,2018. 10. 7.,1,2509.2,세종특별자치시,세종특별자치시,사무기기,악세사리,TEC-AC-10001348,"Logitech Router, Bluetooth",IN-2015-52293,2018. 10. 1.,충청,0
1,소비자,송새벽,SV-20785,9013,대한민국,48800.88,표준 배송,2018. 8. 23.,1,10275.48,세종특별자치시,세종특별자치시,사무기기,악세사리,TEC-AC-10004704,"SanDisk Numeric Keypad, USB",IN-2015-45755,2018. 8. 19.,충청,0.1
1,소비자,강진원,NF-18385,10116,대한민국,85539.24,표준 배송,2017. 12. 15.,1,-27099.36,세종특별자치시,세종특별자치시,사무기기,전화기,TEC-PH-10001961,"Cisco Speaker Phone, Full Size",ID-2014-83079,2017. 12. 11.,충청,0.4
1,소비자,홍찬호,MM-17260,7146,대한민국,116494.2,표준 배송,2016. 6. 21.,1,42687,서산시,충청남도,사무기기,복사기,TEC-CO-10003982,"HP Ink, High-Speed",IN-2013-24664,2016. 6. 14.,충청,0.1
1,소비자,권담비,JE-15745,8889,대한민국,139766.724,표준 배송,2016. 12. 10.,1,-47474.676,공주시,충청남도,사무기기,악세사리,TEC-AC-10003276,"Enermax Router, USB",ID-2013-13058,2016. 12. 4.,충청,0.47
1,소비자,이준모,DB-13060,1278,대한민국,38566.404,표준 배송,2015. 12. 20.,1,-10944.396,아산시,충청남도,사무기기,악세사리,TEC-AC-10004054,"Memorex Keyboard, Bluetooth",ID-2012-13114,2015. 12. 15.,충청,0.47
1,소비자,서철훈,RA-19285,2610,대한민국,166770,표준 배송,2017. 8. 17.,1,38341.8,당진시,충청남도,사무기기,전산기기,TEC-MA-10000697,"StarTech Card Printer, Wireless",IN-2014-76835,2017. 8. 13.,충청,0
1,소비자,허아라,RB-19330,10135,대한민국,142565.4,표준 배송,2018. 7. 6.,1,29926.8,서천군,충청남도,사무기기,전화기,TEC-PH-10001961,"Cisco Speaker Phone, Full Size",IN-2015-83919,2018. 7. 2.,충청,0
1,소비자,남산,CM-12445,3319,대한민국,132577.56,표준 배송,2017. 6. 13.,1,4394.16,청양군,충청남도,사무기기,전화기,TEC-PH-10001730,"Motorola Signal Booster, Full Size",ID-2014-24545,2017. 6. 7.,충청,0.1
1,소비자,성미리,IM-15055,2106,대한민국,99179.19,표준 배송,2017. 8. 12.,1,26259.39,옥천군,충청북도,사무기기,전산기기,TEC-MA-10000473,"Epson Receipt Printer, Durable",IN-2014-35388,2017. 8. 8.,충청,0.17
1,소비자,진무현,NP-18670,10830,대한민국,484704,표준 배송,2015. 11. 4.,2,87210,서구,대전광역시,사무기기,복사기,TEC-CO-10003561,"Sharp Copy Machine, Color",IN-2012-81168,2015. 10. 29.,충청,0
1,소비자,백선재,JB-16000,3912,대한민국,253915.74,표준 배송,2018. 6. 5.,2,-62549.46,유성구,대전광역시,사무기기,복사기,TEC-CO-10000660,"Brother Fax and Copier, Laser",ID-2015-38069,2018. 5. 31.,충청,0.35
1,소비자,안성욱,DN-13690,10932,대한민국,527421.6,표준 배송,2018. 11. 27.,2,152938.8,유성구,대전광역시,사무기기,악세사리,TEC-AC-10002364,"Enermax Router, USB",IN-2015-84976,2018. 11. 21.,충청,0
1,소비자,도현윤,HA-14920,10283,대한민국,33158.16,표준 배송,2018. 4. 6.,2,-21554.64,서구,대전광역시,사무기기,악세사리,TEC-AC-10000540,"Logitech Mouse, Erganomic",ID-2015-80643,2018. 4. 2.,충청,0.4
1,소비자,송예경,MG-18145,7849,대한민국,154958.4,표준 배송,2018. 12. 2.,2,66585.6,서구,대전광역시,사무기기,전화기,TEC-PH-10002602,"Nokia Headset, Cordless",IN-2015-68820,2018. 11. 28.,충청,0
1,소비자,안동윤,KL-16645,10159,대한민국,70686,표준 배송,2015. 1. 9.,2,3488.400000000,세종특별자치시,세종특별자치시,사무기기,악세사리,TEC-AC-10002881,"Belkin Numeric Keypad, Bluetooth",ID-2012-80230,2015. 1. 3.,충청,0.4
1,소비자,장하랑,TB-21055,2765,대한민국,258876,표준 배송,2016. 10. 22.,2,111261.6,당진시,충청남도,사무기기,복사기,TEC-CO-10003982,"HP Ink, High-Speed",IN-2013-41261,2016. 10. 16.,충청,0
1,소비자,허아라,RB-19330,10133,대한민국,772466.4,표준 배송,2018. 7. 6.,2,138985.2,서천군,충청남도,사무기기,복사기,TEC-CO-10003217,"Canon Wireless Fax, Laser",IN-2015-83919,2018. 7. 2.,충청,0
1,소비자,문선용,FH-14350,5397,대한민국,244065.6,표준 배송,2017. 12. 5.,2,7282.8,홍성군,충청남도,사무기기,복사기,TEC-CO-10003393,"Sharp Personal Copier, Digital",IN-2014-37852,2017. 11. 29.,충청,0
1,소비자,권담비,JE-15745,8890,대한민국,600919.128,표준 배송,2016. 12. 10.,2,25822.728,공주시,충청남도,사무기기,복사기,TEC-CO-10000865,"Brother Fax Machine, High-Speed",ID-2013-13058,2016. 12. 4.,충청,0.07
1,소비자,백소희,PF-19225,2349,대한민국,458913.708,표준 배송,2018. 10. 16.,2,207198.108,부여군,충청남도,사무기기,복사기,TEC-CO-10003901,"HP Copy Machine, Color",IN-2015-46084,2018. 10. 10.,충청,0.07
1,소비자,백소희,PF-19225,10756,대한민국,233784,표준 배송,2017. 12. 16.,2,37393.2,부여군,충청남도,사무기기,악세사리,TEC-AC-10000633,"Enermax Memory Card, USB",IN-2014-83632,2017. 12. 10.,충청,0
1,소비자,허아라,RB-19330,1799,대한민국,78580.8,표준 배송,2018. 6. 16.,2,0,서천군,충청남도,사무기기,악세사리,TEC-AC-10000111,"SanDisk Mouse, USB",IN-2015-49815,2018. 6. 9.,충청,0
1,소비자,윤대우,KD-16345,3541,대한민국,147798,표준 배송,2018. 1. 30.,2,73868.4,예산군,충청남도,사무기기,악세사리,TEC-AC-10004081,"Logitech Keyboard, Bluetooth",IN-2015-46777,2018. 1. 26.,충청,0
1,소비자,윤대우,KD-16345,3549,대한민국,78152.4,표준 배송,2018. 1. 30.,2,734.4,예산군,충청남도,사무기기,악세사리,TEC-AC-10004252,"SanDisk Mouse, Bluetooth",IN-2015-46777,2018. 1. 26.,충청,0
1,소비자,반미애,PG-18820,10362,대한민국,49829.04,표준 배송,2017. 5. 10.,2,-21652.56,공주시,충청남도,사무기기,악세사리,TEC-AC-10003951,"Belkin Mouse, Bluetooth",ID-2014-83933,2017. 5. 3.,충청,0.4
1,소비자,최지호,RH-19495,4738,대한민국,59844.42,표준 배송,2017. 8. 9.,2,-40707.18,금산군,충청남도,사무기기,악세사리,TEC-AC-10001352,"SanDisk Numeric Keypad, Bluetooth",ID-2014-24804,2017. 8. 5.,충청,0.47
1,소비자,임유나,TT-21220,4058,대한민국,269024.184,표준 배송,2017. 12. 31.,2,-55886.616,천안시,충청남도,사무기기,악세사리,TEC-AC-10003413,"Logitech Router, Programmable",ID-2014-23299,2017. 12. 27.,충청,0.47
1,소비자,오선주,BM-11140,1236,대한민국,508264.776,표준 배송,2016. 9. 2.,2,-67382.424,보령시,충청남도,사무기기,전산기기,TEC-MA-10002633,"StarTech Inkjet, Durable",ID-2013-42962,2016. 8. 28.,충청,0.17
1,소비자,손슬현,SC-20800,3891,대한민국,145936.908,표준 배송,2016. 4. 23.,2,52729.308,아산시,충청남도,사무기기,전산기기,TEC-MA-10004023,"Konica Phone, Wireless",ID-2013-67707,2016. 4. 17.,충청,0.17
1,소비자,윤성혜,JF-15490,2005,대한민국,537703.2,표준 배송,2018. 11. 30.,2,0,괴산군,충청북도,사무기기,복사기,TEC-CO-10003102,"Canon Copy Machine, Color",IN-2015-20716,2018. 11. 26.,충청,0
1,소비자,윤성혜,JF-15490,4033,대한민국,481564.44,표준 배송,2018. 9. 16.,2,165833.64,괴산군,충청북도,사무기기,복사기,TEC-CO-10004404,"Brother Copy Machine, High-Speed",IN-2015-30593,2018. 9. 12.,충청,0.1
1,소비자,이노을,JP-15520,6286,대한민국,477984.24,표준 배송,2018. 7. 28.,2,79633.44,영동군,충청북도,사무기기,복사기,TEC-CO-10004981,"Canon Copy Machine, High-Speed",IN-2015-41947,2018. 7. 23.,충청,0.1
1,소비자,윤성혜,JF-15490,10933,대한민국,145962,표준 배송,2015. 8. 7.,2,10159.2,괴산군,충청북도,사무기기,악세사리,TEC-AC-10004406,"Memorex Keyboard, USB",IN-2012-81434,2015. 8. 3.,충청,0
1,소비자,성재민,SC-20020,1774,대한민국,115974,표준 배송,2017. 7. 27.,2,11566.8,충주시,충청북도,사무기기,악세사리,TEC-AC-10001616,"SanDisk Numeric Keypad, Erganomic",IN-2014-49577,2017. 7. 23.,충청,0
1,소비자,임단비,SW-20245,10496,대한민국,61542.72,표준 배송,2018. 8. 10.,2,-26707.68,진천군,충청북도,사무기기,전산기기,TEC-MA-10003349,"Panasonic Calculator, Wireless",ID-2015-83219,2018. 8. 5.,충청,0.4
1,소비자,정경진,GM-14440,5218,대한민국,142137,표준 배송,2016. 11. 20.,2,-88158.6,증평군,충청북도,사무기기,전화기,TEC-PH-10001585,"Nokia Signal Booster, Cordless",IN-2013-16572,2016. 11. 15.,충청,0.5
1,소비자,백선재,JB-16000,5978,대한민국,392720.4,표준 배송,2018. 7. 5.,3,129529.8,유성구,대전광역시,사무기기,복사기,TEC-CO-10001352,"HP Ink, Digital",IN-2015-39105,2018. 6. 30.,충청,0
1,소비자,도현윤,HA-14920,5659,대한민국,109471.5,표준 배송,2017. 5. 2.,3,9684.9,서구,대전광역시,사무기기,악세사리,TEC-AC-10001639,"Belkin Flash Drive, Erganomic",IN-2014-38174,2017. 4. 27.,충청,0.1
1,소비자,안성욱,DN-13690,2580,대한민국,259977.6,표준 배송,2018. 8. 30.,3,41585.4,유성구,대전광역시,사무기기,전산기기,TEC-MA-10004424,"Panasonic Phone, Durable",IN-2015-47799,2018. 8. 26.,충청,0
1,소비자,송새벽,SV-20785,3059,대한민국,479801.88,표준 배송,2015. 4. 18.,3,206329.68,세종특별자치시,세종특별자치시,사무기기,복사기,TEC-CO-10002587,"Sharp Fax and Copier, Laser",IN-2012-76842,2015. 4. 14.,충청,0.07
1,소비자,강진원,NF-18385,6485,대한민국,203520.6,표준 배송,2015. 12. 31.,3,16248.6,세종특별자치시,세종특별자치시,사무기기,전화기,TEC-PH-10003491,"Samsung Office Telephone, Full Size",IN-2012-50641,2015. 12. 24.,충청,0
1,소비자,서철훈,RA-19285,2612,대한민국,1096734.6,표준 배송,2017. 8. 17.,3,350951.4,당진시,충청남도,사무기기,복사기,TEC-CO-10004170,"HP Wireless Fax, High-Speed",IN-2014-76835,2017. 8. 13.,충청,0
1,소비자,한수연,LB-16735,3942,대한민국,974273.4,표준 배송,2016. 12. 4.,3,438345,부여군,충청남도,사무기기,복사기,TEC-CO-10003759,"Canon Fax Machine, Laser",IN-2013-54134,2016. 11. 27.,충청,0
1,소비자,윤대우,KD-16345,3547,대한민국,801505.8,표준 배송,2018. 1. 30.,3,376655.4,예산군,충청남도,사무기기,복사기,TEC-CO-10001703,"Brother Copy Machine, Laser",IN-2015-46777,2018. 1. 26.,충청,0
1,소비자,홍찬호,MM-17260,9928,대한민국,257315.4,표준 배송,2018. 7. 1.,3,95196.6,서산시,충청남도,사무기기,악세사리,TEC-AC-10002884,"Belkin Keyboard, USB",ID-2015-29655,2018. 6. 26.,충청,0
1,소비자,강재환,LC-16885,2677,대한민국,113024.16,표준 배송,2015. 1. 29.,3,8739.360000000,천안시,충청남도,사무기기,악세사리,TEC-AC-10001438,"SanDisk Flash Drive, Programmable",IN-2012-20737,2015. 1. 24.,충청,0.1
1,소비자,오선주,BM-11140,5339,대한민국,205475.94,표준 배송,2017. 9. 26.,3,27383.94,보령시,충청남도,사무기기,전화기,TEC-PH-10002904,"Motorola Office Telephone, Cordless",ID-2014-35402,2017. 9. 21.,충청,0.1
1,소비자,이준모,DB-13060,3675,대한민국,165645.756,표준 배송,2018. 10. 26.,3,-24013.044,아산시,충청남도,사무기기,전화기,TEC-PH-10004760,"Samsung Office Telephone, with Caller ID",ID-2015-24293,2018. 10. 22.,충청,0.17
1,소비자,류설주,BD-11770,3730,대한민국,346682.7,표준 배송,2015. 11. 19.,3,-25107.3,예산군,충청남도,사무기기,전화기,TEC-PH-10001921,"Nokia Signal Booster, with Caller ID",ID-2012-43858,2015. 11. 15.,충청,0.17
1,소비자,성재민,SC-20020,3892,대한민국,431276.4,표준 배송,2017. 11. 11.,3,12852,충주시,충청북도,사무기기,복사기,TEC-CO-10001410,"Canon Personal Copier, High-Speed",IN-2014-67938,2017. 11. 6.,충청,0
1,소비자,한의정,RD-19930,2098,대한민국,495444.6,표준 배송,2016. 7. 25.,3,193147.2,제천시,충청북도,사무기기,전산기기,TEC-MA-10004423,"StarTech Card Printer, White",IN-2013-19015,2016. 7. 20.,충청,0
1,소비자,도현윤,HA-14920,5067,대한민국,375535.44,표준 배송,2018. 7. 27.,4,150197.04,서구,대전광역시,사무기기,악세사리,TEC-AC-10002688,"Memorex Memory Card, Bluetooth",IN-2015-23649,2018. 7. 23.,충청,0.1
1,소비자,안동윤,KL-16645,10156,대한민국,930705.12,표준 배송,2015. 1. 9.,4,-325853.28,세종특별자치시,세종특별자치시,사무기기,복사기,TEC-CO-10004182,"Hewlett Wireless Fax, Laser",ID-2012-80230,2015. 1. 3.,충청,0.4
1,소비자,허아라,RB-19330,10134,대한민국,165240,표준 배송,2018. 7. 6.,4,39657.6,서천군,충청남도,사무기기,악세사리,TEC-AC-10002389,"Enermax Mouse, USB",IN-2015-83919,2018. 7. 2.,충청,0
1,소비자,손슬현,SC-20800,3888,대한민국,64158.408,표준 배송,2016. 4. 23.,4,-27886.392,아산시,충청남도,사무기기,악세사리,TEC-AC-10002795,"Memorex Mouse, Programmable",ID-2013-67707,2016. 4. 17.,충청,0.47
1,소비자,임유나,TT-21220,4060,대한민국,124424.496,표준 배송,2017. 12. 31.,4,-30533.904,천안시,충청남도,사무기기,악세사리,TEC-AC-10003989,"Enermax Numeric Keypad, Bluetooth",ID-2014-23299,2017. 12. 27.,충청,0.47
1,소비자,윤성혜,JF-15490,4032,대한민국,1101379.68,표준 배송,2018. 9. 16.,4,281422.08,괴산군,충청북도,사무기기,복사기,TEC-CO-10003506,"HP Fax Machine, Laser",IN-2015-30593,2018. 9. 12.,충청,0.1
1,소비자,백유린,VG-21790,6542,대한민국,249622.56,표준 배송,2015. 10. 12.,4,69327.36,음성군,충청북도,사무기기,전화기,TEC-PH-10000497,"Nokia Office Telephone, Cordless",IN-2012-41660,2015. 10. 6.,충청,0.1
1,소비자,한의정,RD-19930,10635,대한민국,411337.44,표준 배송,2017. 6. 25.,4,-61738.56,제천시,충청북도,사무기기,전화기,TEC-PH-10003646,"Nokia Audio Dock, Full Size",ID-2014-81042,2017. 6. 20.,충청,0.4
1,소비자,임강준,HM-14980,1869,대한민국,404379,표준 배송,2015. 8. 23.,5,194004,동구,대전광역시,사무기기,악세사리,TEC-AC-10002086,"SanDisk Keyboard, Erganomic",IN-2012-77668,2015. 8. 16.,충청,0
1,소비자,허영,SA-20830,8120,대한민국,542538,표준 배송,2017. 2. 6.,5,-54315,금산군,충청남도,사무기기,복사기,TEC-CO-10003522,"Sharp Personal Copier, High-Speed",ID-2014-75869,2017. 1. 31.,충청,0.1
1,소비자,류상주,AH-10585,5107,대한민국,207621,표준 배송,2018. 1. 29.,5,28917,부여군,충청남도,사무기기,악세사리,TEC-AC-10004938,"Belkin Mouse, Bluetooth",IN-2015-31643,2018. 1. 24.,충청,0
1,소비자,최지호,RH-19495,9055,대한민국,171436.5,표준 배송,2016. 6. 30.,5,38020.5,금산군,충청남도,사무기기,악세사리,TEC-AC-10000742,"SanDisk Flash Drive, Erganomic",IN-2013-13961,2016. 6. 26.,충청,0.1
1,소비자,성재민,SC-20020,8294,대한민국,819315,표준 배송,2015. 2. 25.,5,229347,충주시,충청북도,사무기기,전산기기,TEC-MA-10003801,"StarTech Card Printer, Red",IN-2012-64627,2015. 2. 21.,충청,0
1,소비자,이노을,JP-15520,4990,대한민국,436738.5,표준 배송,2015. 12. 14.,5,-52555.5,영동군,충청북도,사무기기,전산기기,TEC-MA-10004553,"Epson Receipt Printer, Red",ID-2012-50655,2015. 12. 10.,충청,0.25
1,소비자,정경진,GM-14440,6244,대한민국,3244365,표준 배송,2017. 6. 10.,5,1102977,증평군,충청북도,사무기기,전화기,TEC-PH-10000030,"Samsung Smart Phone, with Caller ID",IN-2014-42269,2017. 6. 6.,충청,0
1,소비자,임강준,HM-14980,1871,대한민국,400064.4,표준 배송,2015. 8. 23.,6,163954.8,동구,대전광역시,사무기기,전화기,TEC-PH-10003572,"Apple Office Telephone, VoIP",IN-2012-77668,2015. 8. 16.,충청,0
1,소비자,백선재,JB-16000,1022,대한민국,3264608.124,표준 배송,2017. 8. 27.,6,-78747.876000000,유성구,대전광역시,사무기기,전화기,TEC-PH-10000499,"Motorola Smart Phone, Full Size",ID-2014-63976,2017. 8. 23.,충청,0.17
1,소비자,백선재,JB-16000,3914,대한민국,349344.9,표준 배송,2018. 6. 5.,6,27861.3,유성구,대전광역시,사무기기,전화기,TEC-PH-10002152,"Apple Headset, Cordless",ID-2015-38069,2018. 5. 31.,충청,0.25
1,소비자,반미애,PG-18820,4024,대한민국,1180364.4,표준 배송,2018. 11. 30.,6,306795.6,공주시,충청남도,사무기기,복사기,TEC-CO-10000594,"Hewlett Fax and Copier, Laser",IN-2015-55065,2018. 11. 26.,충청,0
1,소비자,허아라,RB-19330,10132,대한민국,265852.8,표준 배송,2018. 7. 6.,6,45165.6,서천군,충청남도,사무기기,악세사리,TEC-AC-10004393,"Belkin Flash Drive, Programmable",IN-2015-83919,2018. 7. 2.,충청,0
1,소비자,서철훈,RA-19285,2611,대한민국,416955.6,표준 배송,2017. 8. 17.,6,195901.2,당진시,충청남도,사무기기,전화기,TEC-PH-10004300,"Apple Office Telephone, Cordless",IN-2014-76835,2017. 8. 13.,충청,0
1,소비자,임유나,TT-21220,4061,대한민국,785712.528,표준 배송,2017. 12. 31.,6,9451.728000000,천안시,충청남도,사무기기,전화기,TEC-PH-10003954,"Cisco Signal Booster, Cordless",ID-2014-23299,2017. 12. 27.,충청,0.17
1,소비자,반미애,PG-18820,4025,대한민국,1875963.6,표준 배송,2018. 11. 30.,7,243759.6,공주시,충청남도,사무기기,전산기기,TEC-MA-10002148,"Epson Printer, Durable",IN-2015-55065,2018. 11. 26.,충청,0
1,소비자,임유나,TT-21220,2251,대한민국,471347.1,표준 배송,2016. 2. 15.,7,-36735.3,천안시,충청남도,사무기기,전화기,TEC-PH-10002428,"Apple Headset, VoIP",ID-2013-34772,2016. 2. 10.,충청,0.1
1,소비자,성재민,SC-20020,7553,대한민국,830453.4,표준 배송,2017. 8. 6.,7,174358.8,충주시,충청북도,사무기기,악세사리,TEC-AC-10000221,"Belkin Memory Card, Programmable",IN-2014-64515,2017. 8. 1.,충청,0
1,소비자,윤성혜,JF-15490,8065,대한민국,488697.3,표준 배송,2017. 2. 5.,7,151974.9,괴산군,충청북도,사무기기,전화기,TEC-PH-10004350,"Samsung Headset, Cordless",IN-2014-62527,2017. 1. 31.,충청,0.1
1,소비자,류설주,BD-11770,7768,대한민국,1239667.2,표준 배송,2018. 6. 16.,8,421300.8,예산군,충청남도,사무기기,전화기,TEC-PH-10000896,"Cisco Signal Booster, VoIP",IN-2015-31559,2018. 6. 10.,충청,0
1,소비자,송새벽,SV-20785,2311,대한민국,325592.568,표준 배송,2017. 7. 18.,14,-190629.432,세종특별자치시,세종특별자치시,사무기기,악세사리,TEC-AC-10000269,"Memorex Numeric Keypad, USB",ID-2014-19666,2017. 7. 12.,충청,0.47
1,소비자,한성주,PS-18760,8033,대한민국,211092.57,표준 배송,2018. 9. 21.,1,32449.77,남구,광주광역시,사무기기,복사기,TEC-CO-10003759,"Canon Fax Machine, Laser",IN-2015-76422,2018. 9. 16.,호남,0.35
1,소비자,류미령,SG-20470,3179,대한민국,117320.4,표준 배송,2016. 11. 20.,1,3519,북구,광주광역시,사무기기,악세사리,TEC-AC-10002335,"Belkin Memory Card, USB",IN-2013-21493,2016. 11. 16.,호남,0
1,소비자,허도희,NG-18430,1689,대한민국,22818.726,표준 배송,2015. 11. 14.,1,-14237.874,광산구,광주광역시,사무기기,악세사리,TEC-AC-10001835,"Belkin Mouse, Programmable",ID-2012-58824,2015. 11. 8.,호남,0.47
1,소비자,차호성,TB-21520,4891,대한민국,24868.62,표준 배송,2018. 10. 16.,1,-2487.78,진도군,전라남도,사무기기,악세사리,TEC-AC-10002482,"Logitech Mouse, Erganomic",ID-2015-30180,2018. 10. 9.,호남,0.1
1,소비자,박정자,TD-20995,5823,대한민국,158107.14,표준 배송,2018. 8. 24.,1,35125.74,나주시,전라남도,사무기기,전산기기,TEC-MA-10004482,"Panasonic Card Printer, White",IN-2015-14304,2018. 8. 18.,호남,0.1
